constructorStandingsId,raceId,name,points,position,positionText,wins
1,18,McLaren,14.0,1,1,1
2,18,BMW Sauber,8.0,3,3,0
3,18,Williams,9.0,2,2,0
4,18,Renault,5.0,4,4,0
5,18,Toro Rosso,2.0,5,5,0
6,18,Ferrari,1.0,6,6,0
7,19,McLaren,24.0,1,1,1
8,19,BMW Sauber,19.0,2,2,0
9,19,Williams,9.0,4,4,0
10,19,Renault,6.0,5,5,0
11,19,Toro Rosso,2.0,8,8,0
12,19,Ferrari,11.0,3,3,1
13,19,Toyota,5.0,6,6,0
14,19,Red Bull,2.0,7,7,0
15,19,Honda,0.0,9,9,0
16,19,Force India,0.0,10,10,0
17,19,Super Aguri,0.0,11,11,0
18,20,McLaren,28.0,3,3,1
19,20,BMW Sauber,30.0,1,1,0
20,20,Williams,10.0,4,4,0
21,20,Renault,6.0,6,6,0
22,20,Toro Rosso,2.0,8,8,0
23,20,Ferrari,29.0,2,2,2
24,20,Toyota,8.0,5,5,0
25,20,Red Bull,4.0,7,7,0
26,20,Honda,0.0,9,9,0
27,20,Force India,0.0,10,10,0
28,20,Super Aguri,0.0,11,11,0
29,21,McLaren,34.0,3,3,1
30,21,BMW Sauber,35.0,2,2,0
31,21,Williams,12.0,4,4,0
32,21,Renault,6.0,7,7,0
33,21,Toro Rosso,2.0,9,9,0
34,21,Ferrari,47.0,1,1,3
35,21,Toyota,9.0,5,5,0
36,21,Red Bull,8.0,6,6,0
37,21,Honda,3.0,8,8,0
38,21,Force India,0.0,10,10,0
39,21,Super Aguri,0.0,11,11,0
40,22,McLaren,42.0,3,3,1
41,22,BMW Sauber,44.0,2,2,0
42,22,Williams,13.0,4,4,0
43,22,Renault,9.0,7,7,0
44,22,Toro Rosso,2.0,9,9,0
45,22,Ferrari,63.0,1,1,4
46,22,Toyota,9.0,6,6,0
47,22,Red Bull,10.0,5,5,0
48,22,Honda,3.0,8,8,0
49,22,Force India,0.0,10,10,0
50,22,Super Aguri,0.0,11,11,0
51,23,McLaren,53.0,2,2,2
52,23,BMW Sauber,52.0,3,3,0
53,23,Williams,15.0,4,4,0
54,23,Renault,9.0,7,7,0
55,23,Toro Rosso,6.0,8,8,0
56,23,Ferrari,69.0,1,1,4
57,23,Toyota,9.0,6,6,0
58,23,Red Bull,15.0,5,5,0
59,23,Honda,6.0,9,9,0
60,23,Force India,0.0,10,10,0
61,23,Super Aguri,0.0,11,11,0
62,24,McLaren,53.0,3,3,2
63,24,BMW Sauber,70.0,2,2,1
64,24,Williams,15.0,6,6,0
65,24,Renault,9.0,7,7,0
66,24,Toro Rosso,7.0,9,9,0
67,24,Ferrari,73.0,1,1,4
68,24,Toyota,17.0,5,5,0
69,24,Red Bull,21.0,4,4,0
70,24,Honda,8.0,8,8,0
71,24,Force India,0.0,10,10,0
72,24,Super Aguri,0.0,11,11,0
73,25,McLaren,58.0,3,3,2
74,25,BMW Sauber,74.0,2,2,1
75,25,Williams,15.0,6,6,0
76,25,Renault,12.0,7,7,0
77,25,Toro Rosso,7.0,9,9,0
78,25,Ferrari,91.0,1,1,5
79,25,Toyota,23.0,5,5,0
80,25,Red Bull,24.0,4,4,0
81,25,Honda,8.0,8,8,0
82,25,Force India,0.0,10,10,0
83,25,Super Aguri,0.0,11,11,0
84,26,McLaren,72.0,3,3,3
85,26,BMW Sauber,82.0,2,2,1
86,26,Williams,16.0,6,6,0
87,26,Renault,15.0,7,7,0
88,26,Toro Rosso,7.0,9,9,0
89,26,Ferrari,96.0,1,1,5
90,26,Toyota,25.0,4,4,0
91,26,Red Bull,24.0,5,5,0
92,26,Honda,14.0,8,8,0
93,26,Force India,0.0,10,10,0
94,26,Super Aguri,0.0,11,11,0
95,27,McLaren,86.0,3,3,4
96,27,BMW Sauber,89.0,2,2,1
97,27,Williams,16.0,7,7,0
98,27,Renault,23.0,6,6,0
99,27,Toro Rosso,8.0,9,9,0
100,27,Ferrari,105.0,1,1,5
101,27,Toyota,25.0,4,4,0
102,27,Red Bull,24.0,5,5,0
103,27,Honda,14.0,8,8,0
104,27,Force India,0.0,10,10,0
105,27,Super Aguri,0.0,11,11,0
106,28,McLaren,100.0,2,2,5
107,28,BMW Sauber,90.0,3,3,1
108,28,Williams,16.0,7,7,0
109,28,Renault,31.0,5,5,0
110,28,Toro Rosso,8.0,9,9,0
111,28,Ferrari,111.0,1,1,5
112,28,Toyota,35.0,4,4,0
113,28,Red Bull,24.0,6,6,0
114,28,Honda,14.0,8,8,0
115,28,Force India,0.0,10,10,0
116,28,Super Aguri,0.0,11,11,0
117,29,McLaren,113.0,2,2,5
118,29,BMW Sauber,96.0,3,3,1
119,29,Williams,17.0,7,7,0
120,29,Renault,31.0,5,5,0
121,29,Toro Rosso,11.0,9,9,0
122,29,Ferrari,121.0,1,1,6
123,29,Toyota,41.0,4,4,0
124,29,Red Bull,24.0,6,6,0
125,29,Honda,14.0,8,8,0
126,29,Force India,0.0,10,10,0
127,29,Super Aguri,0.0,11,11,0
128,30,McLaren,119.0,2,2,5
129,30,BMW Sauber,107.0,3,3,1
130,30,Williams,17.0,7,7,0
131,30,Renault,36.0,5,5,0
132,30,Toro Rosso,17.0,8,8,0
133,30,Ferrari,131.0,1,1,7
134,30,Toyota,41.0,4,4,0
135,30,Red Bull,25.0,6,6,0
136,30,Honda,14.0,9,9,0
137,30,Force India,0.0,10,10,0
138,30,Super Aguri,0.0,11,11,0
139,31,McLaren,129.0,2,2,5
140,31,BMW Sauber,117.0,3,3,1
141,31,Williams,17.0,8,8,0
142,31,Renault,41.0,5,5,0
143,31,Toro Rosso,27.0,6,6,1
144,31,Ferrari,134.0,1,1,7
145,31,Toyota,41.0,4,4,0
146,31,Red Bull,26.0,7,7,0
147,31,Honda,14.0,9,9,0
148,31,Force India,0.0,10,10,0
149,31,Super Aguri,0.0,11,11,0
150,32,McLaren,135.0,1,1,5
151,32,BMW Sauber,120.0,3,3,1
152,32,Williams,26.0,8,8,0
153,32,Renault,51.0,4,4,1
154,32,Toro Rosso,31.0,6,6,1
155,32,Ferrari,134.0,2,2,7
156,32,Toyota,46.0,5,5,0
157,32,Red Bull,28.0,7,7,0
158,32,Honda,14.0,9,9,0
159,32,Force India,0.0,10,10,0
160,32,Super Aguri,0.0,11,11,0
161,33,McLaren,135.0,2,2,5
162,33,BMW Sauber,128.0,3,3,1
163,33,Williams,26.0,8,8,0
164,33,Renault,66.0,4,4,2
165,33,Toro Rosso,34.0,6,6,1
166,33,Ferrari,142.0,1,1,7
167,33,Toyota,50.0,5,5,0
168,33,Red Bull,29.0,7,7,0
169,33,Honda,14.0,9,9,0
170,33,Force India,0.0,10,10,0
171,33,Super Aguri,0.0,11,11,0
1643,34,Super Aguri,0.0,11,11,0
1642,34,Force India,0.0,10,10,0
1641,34,Honda,14.0,9,9,0
1640,34,Red Bull,29.0,7,7,0
1639,34,Toyota,52.0,5,5,0
1638,34,Ferrari,156.0,1,1,7
1637,34,Toro Rosso,34.0,6,6,1
1636,34,Renault,72.0,4,4,2
1635,34,Williams,26.0,8,8,0
1634,34,BMW Sauber,135.0,3,3,1
1633,34,McLaren,145.0,2,2,6
183,35,McLaren,151.0,2,2,6
184,35,BMW Sauber,135.0,3,3,1
185,35,Williams,26.0,8,8,0
186,35,Renault,80.0,4,4,2
187,35,Toro Rosso,39.0,6,6,1
188,35,Ferrari,172.0,1,1,8
189,35,Toyota,56.0,5,5,0
190,35,Red Bull,29.0,7,7,0
191,35,Honda,14.0,9,9,0
192,35,Force India,0.0,10,10,0
193,35,Super Aguri,0.0,11,11,0
25742,36,Toro Rosso,0.0,9,9,0
25741,36,Red Bull,0.0,8,8,0
25740,36,Super Aguri,0.0,7,7,0
25739,36,Honda,0.0,6,6,0
25738,36,Toyota,1.0,5,5,0
25737,36,Williams,2.0,4,4,0
25736,36,Renault,4.0,3,3,0
25735,36,BMW Sauber,5.0,2,2,0
25753,37,Toro Rosso,0.0,9,9,0
25752,37,Red Bull,0.0,6,6,0
25751,37,Super Aguri,0.0,8,8,0
25750,37,Honda,0.0,7,7,0
25749,37,Toyota,3.0,4,4,0
25748,37,Williams,2.0,5,5,0
25747,37,Renault,8.0,3,3,0
25746,37,BMW Sauber,10.0,2,2,0
25764,38,Toro Rosso,0.0,9,9,0
25763,38,Red Bull,0.0,6,6,0
25762,38,Super Aguri,0.0,8,8,0
25761,38,Honda,0.0,7,7,0
25760,38,Toyota,5.0,4,4,0
25759,38,Williams,2.0,5,5,0
25758,38,Renault,9.0,3,3,0
25757,38,BMW Sauber,18.0,2,2,0
25756,38,McLaren,44.0,11,E,1
25755,38,Ferrari,39.0,1,1,2
25775,39,Toro Rosso,0.0,10,10,0
25774,39,Red Bull,4.0,6,6,0
25773,39,Super Aguri,1.0,7,7,0
25772,39,Honda,0.0,8,8,0
25771,39,Toyota,5.0,5,5,0
25770,39,Williams,5.0,4,4,0
25769,39,Renault,11.0,3,3,0
25768,39,BMW Sauber,23.0,2,2,0
25767,39,McLaren,58.0,11,E,1
25786,40,Toro Rosso,0.0,8,8,0
25785,40,Red Bull,4.0,6,6,0
25784,40,Super Aguri,1.0,7,7,0
25783,40,Honda,0.0,9,9,0
25782,40,Toyota,5.0,5,5,0
25781,40,Williams,7.0,4,4,0
25780,40,Renault,16.0,3,3,0
25779,40,BMW Sauber,30.0,2,2,0
25778,40,McLaren,76.0,11,E,2
25797,41,Toro Rosso,0.0,8,8,0
25796,41,Red Bull,4.0,6,6,0
25795,41,Super Aguri,4.0,7,7,0
25794,41,Honda,0.0,9,9,0
25793,41,Toyota,6.0,5,5,0
25792,41,Williams,13.0,4,4,0
25791,41,Renault,21.0,3,3,0
25790,41,BMW Sauber,38.0,2,2,0
25789,41,McLaren,88.0,11,E,3
25808,42,Toro Rosso,0.0,8,8,0
25807,42,Red Bull,6.0,6,6,0
25806,42,Super Aguri,4.0,7,7,0
25805,42,Honda,0.0,9,9,0
25804,42,Toyota,9.0,5,5,0
25803,42,Williams,13.0,4,4,0
25802,42,Renault,25.0,3,3,0
25801,42,BMW Sauber,39.0,2,2,0
25800,42,McLaren,106.0,11,E,4
25819,43,Toro Rosso,0.0,9,9,0
25818,43,Red Bull,6.0,6,6,0
25817,43,Super Aguri,4.0,7,7,0
25816,43,Honda,1.0,8,8,0
25815,43,Toyota,9.0,5,5,0
25814,43,Williams,13.0,4,4,0
25813,43,Renault,28.0,3,3,0
25812,43,BMW Sauber,48.0,2,2,0
25811,43,McLaren,114.0,11,E,4
25830,44,Toro Rosso,0.0,9,9,0
25829,44,Red Bull,6.0,6,6,0
25828,44,Super Aguri,4.0,7,7,0
25827,44,Honda,1.0,8,8,0
25826,44,Toyota,9.0,5,5,0
25825,44,Williams,13.0,4,4,0
25824,44,Renault,31.0,3,3,0
25823,44,BMW Sauber,56.0,2,2,0
25822,44,McLaren,128.0,11,E,5
25841,45,Toro Rosso,0.0,9,9,0
25840,45,Red Bull,16.0,5,5,0
25839,45,Super Aguri,4.0,7,7,0
25838,45,Honda,1.0,8,8,0
25837,45,Toyota,9.0,6,6,0
25836,45,Williams,18.0,4,4,0
25835,45,Renault,32.0,3,3,0
25834,45,BMW Sauber,61.0,2,2,0
25833,45,McLaren,138.0,11,E,5
25852,46,Toro Rosso,0.0,9,9,0
25851,46,Red Bull,16.0,5,5,0
25850,46,Super Aguri,4.0,7,7,0
25849,46,Honda,1.0,8,8,0
25848,46,Toyota,12.0,6,6,0
25847,46,Williams,20.0,4,4,0
25846,46,Renault,33.0,3,3,0
25845,46,BMW Sauber,71.0,2,2,0
25844,46,McLaren,138.0,11,E,6
25863,47,Toro Rosso,0.0,9,9,0
25862,47,Red Bull,16.0,5,5,0
25861,47,Super Aguri,4.0,7,7,0
25860,47,Honda,1.0,8,8,0
25859,47,Toyota,12.0,6,6,0
25858,47,Williams,22.0,4,4,0
25857,47,Renault,36.0,3,3,0
25856,47,BMW Sauber,77.0,2,2,0
25855,47,McLaren,148.0,11,E,6
25874,48,Toro Rosso,0.0,9,9,0
25873,48,Red Bull,16.0,5,5,0
25872,48,Super Aguri,4.0,7,7,0
25871,48,Honda,2.0,8,8,0
25870,48,Toyota,12.0,6,6,0
25869,48,Williams,25.0,4,4,0
25868,48,Renault,38.0,3,3,0
25867,48,BMW Sauber,86.0,2,2,0
25866,48,McLaren,166.0,11,E,7
25885,49,Toro Rosso,0.0,9,9,0
25884,49,Red Bull,18.0,5,5,0
25883,49,Super Aguri,4.0,7,7,0
25882,49,Honda,2.0,8,8,0
25881,49,Toyota,12.0,6,6,0
25880,49,Williams,28.0,4,4,0
25879,49,Renault,39.0,3,3,0
25878,49,BMW Sauber,90.0,2,2,0
25877,49,McLaren,192.0,11,E,7
25896,50,Toro Rosso,0.0,10,10,0
25895,50,Red Bull,23.0,5,5,0
25894,50,Super Aguri,4.0,7,7,0
25893,50,Honda,2.0,8,8,0
25892,50,Toyota,12.0,6,6,0
25891,50,Williams,28.0,4,4,0
25890,50,Renault,51.0,3,3,0
25889,50,BMW Sauber,92.0,2,2,0
25888,50,McLaren,202.0,11,E,8
25907,51,Toro Rosso,8.0,7,7,0
25906,51,Red Bull,24.0,5,5,0
25905,51,Super Aguri,4.0,9,9,0
25904,51,Honda,6.0,8,8,0
25903,51,Toyota,12.0,6,6,0
25902,51,Williams,28.0,4,4,0
25901,51,Renault,51.0,3,3,0
25900,51,BMW Sauber,94.0,2,2,0
25899,51,McLaren,210.0,11,E,8
25918,52,Toro Rosso,8.0,7,7,0
25917,52,Red Bull,24.0,5,5,0
25916,52,Super Aguri,4.0,9,9,0
25915,52,Honda,6.0,8,8,0
25914,52,Toyota,13.0,6,6,0
25913,52,Williams,33.0,4,4,0
25912,52,Renault,51.0,3,3,0
25911,52,BMW Sauber,101.0,2,2,0
25910,52,McLaren,218.0,11,E,8
6327,53,Super Aguri,0.0,11,11,0
6326,53,MF1,0.0,10,10,0
6325,53,Toyota,0.0,9,9,0
6324,53,BMW Sauber,0.0,8,8,0
6323,53,Toro Rosso,0.0,7,7,0
6322,53,Red Bull,1.0,6,6,0
6321,53,Williams,5.0,5,5,0
6320,53,Honda,5.0,4,4,0
6319,53,McLaren,10.0,2,2,0
6318,53,Ferrari,8.0,3,3,0
6317,53,Renault,10.0,1,1,1
6338,54,Super Aguri,0.0,11,11,0
6337,54,MF1,0.0,10,10,0
6336,54,Toyota,1.0,7,7,0
6335,54,BMW Sauber,2.0,6,6,0
6334,54,Toro Rosso,0.0,9,9,0
6333,54,Red Bull,1.0,8,8,0
6332,54,Williams,5.0,5,5,0
6331,54,Honda,11.0,4,4,0
6330,54,McLaren,15.0,3,3,0
6329,54,Ferrari,15.0,2,2,0
6328,54,Renault,28.0,1,1,2
6349,55,Super Aguri,0.0,11,11,0
6348,55,MF1,0.0,10,10,0
6347,55,Toyota,7.0,6,6,0
6346,55,BMW Sauber,10.0,5,5,0
6345,55,Toro Rosso,0.0,9,9,0
6344,55,Red Bull,2.0,8,8,0
6343,55,Williams,5.0,7,7,0
6342,55,Honda,13.0,4,4,0
6341,55,McLaren,23.0,2,2,0
6340,55,Ferrari,15.0,3,3,0
6339,55,Renault,42.0,1,1,3
6360,56,Super Aguri,0.0,11,11,0
6359,56,MF1,0.0,10,10,0
6358,56,Toyota,7.0,7,7,0
6357,56,BMW Sauber,10.0,5,5,0
6356,56,Toro Rosso,0.0,9,9,0
6355,56,Red Bull,2.0,8,8,0
6354,56,Williams,8.0,6,6,0
6353,56,Honda,15.0,4,4,0
6352,56,McLaren,33.0,2,2,0
6351,56,Ferrari,30.0,3,3,1
6350,56,Renault,51.0,1,1,3
6371,57,Super Aguri,0.0,11,11,0
6370,57,MF1,0.0,10,10,0
6369,57,Toyota,7.0,7,7,0
6368,57,BMW Sauber,11.0,5,5,0
6367,57,Toro Rosso,0.0,9,9,0
6366,57,Red Bull,2.0,8,8,0
6365,57,Williams,10.0,6,6,0
6364,57,Honda,19.0,4,4,0
6363,57,McLaren,38.0,3,3,0
6362,57,Ferrari,46.0,2,2,2
6361,57,Renault,62.0,1,1,3
6382,58,Super Aguri,0.0,11,11,0
6381,58,MF1,0.0,10,10,0
6380,58,Toyota,7.0,7,7,0
6379,58,BMW Sauber,12.0,5,5,0
6378,58,Toro Rosso,0.0,9,9,0
6377,58,Red Bull,2.0,8,8,0
6376,58,Williams,10.0,6,6,0
6375,58,Honda,24.0,4,4,0
6374,58,McLaren,42.0,3,3,0
6373,58,Ferrari,59.0,2,2,2
6372,58,Renault,78.0,1,1,4
6393,59,Super Aguri,0.0,11,11,0
6392,59,MF1,0.0,10,10,0
6391,59,Toyota,8.0,7,7,0
6390,59,BMW Sauber,14.0,5,5,0
6389,59,Toro Rosso,0.0,9,9,0
6388,59,Red Bull,8.0,8,8,0
6387,59,Williams,10.0,6,6,0
6386,59,Honda,29.0,4,4,0
6385,59,McLaren,50.0,3,3,0
6384,59,Ferrari,63.0,2,2,2
6383,59,Renault,91.0,1,1,5
6404,60,Super Aguri,0.0,11,11,0
6403,60,MF1,0.0,10,10,0
6402,60,Toyota,8.0,7,7,0
6401,60,BMW Sauber,17.0,5,5,0
6400,60,Toro Rosso,0.0,9,9,0
6399,60,Red Bull,8.0,8,8,0
6398,60,Williams,10.0,6,6,0
6397,60,Honda,29.0,4,4,0
6396,60,McLaren,59.0,3,3,0
6395,60,Ferrari,75.0,2,2,2
6394,60,Renault,106.0,1,1,6
6415,61,Super Aguri,0.0,11,11,0
6414,61,MF1,0.0,10,10,0
6413,61,Toyota,11.0,6,6,0
6412,61,BMW Sauber,19.0,5,5,0
6411,61,Toro Rosso,0.0,9,9,0
6410,61,Red Bull,9.0,8,8,0
6409,61,Williams,10.0,7,7,0
6408,61,Honda,29.0,4,4,0
6407,61,McLaren,65.0,3,3,0
6406,61,Ferrari,87.0,2,2,2
6405,61,Renault,121.0,1,1,7
6426,62,Super Aguri,0.0,11,11,0
6425,62,MF1,0.0,10,10,0
6424,62,Toyota,16.0,6,6,0
6423,62,BMW Sauber,19.0,5,5,0
6422,62,Toro Rosso,1.0,9,9,0
6421,62,Red Bull,11.0,7,7,0
6420,62,Williams,10.0,8,8,0
6419,62,Honda,32.0,4,4,0
6418,62,McLaren,65.0,3,3,0
6417,62,Ferrari,105.0,2,2,3
6416,62,Renault,131.0,1,1,7
6437,63,Super Aguri,0.0,11,11,0
6436,63,MF1,0.0,10,10,0
6435,63,Toyota,21.0,5,5,0
6434,63,BMW Sauber,20.0,6,6,0
6433,63,Toro Rosso,1.0,9,9,0
6432,63,Red Bull,11.0,7,7,0
6431,63,Williams,10.0,8,8,0
6430,63,Honda,32.0,4,4,0
6429,63,McLaren,71.0,3,3,0
6428,63,Ferrari,121.0,2,2,4
6427,63,Renault,142.0,1,1,7
6448,64,Super Aguri,0.0,11,11,0
6447,64,MF1,0.0,10,10,0
6446,64,Toyota,23.0,5,5,0
6445,64,BMW Sauber,20.0,6,6,0
6444,64,Toro Rosso,1.0,9,9,0
6443,64,Red Bull,12.0,7,7,0
6442,64,Williams,10.0,8,8,0
6441,64,Honda,37.0,4,4,0
6440,64,McLaren,77.0,3,3,0
6439,64,Ferrari,139.0,2,2,5
6438,64,Renault,149.0,1,1,7
6459,65,Super Aguri,0.0,11,11,0
6458,65,MF1,0.0,10,10,0
6457,65,Toyota,26.0,5,5,0
6456,65,BMW Sauber,26.0,6,6,0
6455,65,Toro Rosso,1.0,9,9,0
6454,65,Red Bull,16.0,7,7,0
6453,65,Williams,10.0,8,8,0
6452,65,Honda,52.0,4,4,1
6451,65,McLaren,85.0,3,3,0
6450,65,Ferrari,142.0,2,2,5
6449,65,Renault,149.0,1,1,7
6470,66,Super Aguri,0.0,11,11,0
6469,66,MF1,0.0,10,10,0
6468,66,Toyota,28.0,5,5,0
6467,66,BMW Sauber,26.0,6,6,0
6466,66,Toro Rosso,1.0,9,9,0
6465,66,Red Bull,16.0,7,7,0
6464,66,Williams,10.0,8,8,0
6463,66,Honda,58.0,4,4,1
6462,66,McLaren,89.0,3,3,0
6461,66,Ferrari,158.0,2,2,6
6460,66,Renault,160.0,1,1,7
6482,67,Spyker MF1,0.0,12,12,0
6481,67,Super Aguri,0.0,11,11,0
6480,67,MF1,0.0,10,10,0
6479,67,Toyota,30.0,6,6,0
6478,67,BMW Sauber,33.0,5,5,0
6477,67,Toro Rosso,1.0,9,9,0
6476,67,Red Bull,16.0,7,7,0
6475,67,Williams,10.0,8,8,0
6474,67,Honda,65.0,4,4,1
6473,67,McLaren,97.0,3,3,0
6472,67,Ferrari,168.0,1,1,7
6471,67,Renault,165.0,2,2,7
6494,68,Spyker MF1,0.0,12,12,0
6493,68,Super Aguri,0.0,11,11,0
6492,68,MF1,0.0,10,10,0
6491,68,Toyota,30.0,6,6,0
6490,68,BMW Sauber,35.0,5,5,0
6489,68,Toro Rosso,1.0,9,9,0
6488,68,Red Bull,16.0,7,7,0
6487,68,Williams,11.0,8,8,0
6486,68,Honda,73.0,4,4,1
6485,68,McLaren,101.0,3,3,0
6484,68,Ferrari,178.0,2,2,8
6483,68,Renault,179.0,1,1,7
6506,69,Spyker MF1,0.0,12,12,0
6505,69,Super Aguri,0.0,11,11,0
6504,69,MF1,0.0,10,10,0
6503,69,Toyota,35.0,6,6,0
6502,69,BMW Sauber,36.0,5,5,0
6501,69,Toro Rosso,1.0,9,9,0
6500,69,Red Bull,16.0,7,7,0
6499,69,Williams,11.0,8,8,0
6498,69,Honda,78.0,4,4,1
6497,69,McLaren,105.0,3,3,0
6496,69,Ferrari,186.0,2,2,8
6495,69,Renault,195.0,1,1,8
6518,70,Spyker MF1,0.0,12,12,0
6517,70,Super Aguri,0.0,11,11,0
6516,70,MF1,0.0,10,10,0
6515,70,Toyota,35.0,6,6,0
6514,70,BMW Sauber,36.0,5,5,0
6513,70,Toro Rosso,1.0,9,9,0
6512,70,Red Bull,16.0,7,7,0
6511,70,Williams,11.0,8,8,0
6510,70,Honda,86.0,4,4,1
6509,70,McLaren,110.0,3,3,0
6508,70,Ferrari,201.0,2,2,9
6507,70,Renault,206.0,1,1,8
27951,71,Jordan,0.0,8,8,0
27950,71,BAR,0.0,10,10,0
27949,71,Sauber,0.0,7,7,0
27948,71,Toyota,0.0,6,6,0
27947,71,McLaren,4.0,5,5,0
27946,71,Williams,4.0,4,4,0
27945,71,Red Bull,7.0,3,3,0
27944,71,Ferrari,8.0,2,2,0
27943,71,Renault,16.0,1,1,1
27961,72,Jordan,0.0,8,8,0
27960,72,BAR,0.0,10,10,0
27959,72,Sauber,0.0,7,7,0
27958,72,Toyota,12.0,2,2,0
27957,72,McLaren,9.0,6,6,0
27956,72,Williams,10.0,5,5,0
27955,72,Red Bull,11.0,3,3,0
27954,72,Ferrari,10.0,4,4,0
27953,72,Renault,26.0,1,1,2
27971,73,Jordan,0.0,8,8,0
27970,73,BAR,0.0,10,10,0
27969,73,Sauber,2.0,7,7,0
27968,73,Toyota,25.0,2,2,0
27967,73,McLaren,19.0,3,3,0
27966,73,Williams,13.0,4,4,0
27965,73,Red Bull,12.0,5,5,0
27964,73,Ferrari,10.0,6,6,0
27963,73,Renault,36.0,1,1,3
27981,74,Jordan,0.0,8,8,0
27980,74,BAR,0.0,10,10,0
27979,74,Sauber,7.0,7,7,0
27978,74,Toyota,29.0,2,2,0
27977,74,McLaren,25.0,3,3,0
27976,74,Williams,18.0,5,5,0
27975,74,Red Bull,13.0,6,6,0
27974,74,Ferrari,18.0,4,4,0
27992,75,Minardi,0.0,9,9,0
27991,75,Jordan,0.0,8,8,0
27990,75,BAR,0.0,10,10,0
27989,75,Sauber,7.0,7,7,0
27988,75,Toyota,40.0,2,2,0
27987,75,McLaren,37.0,3,3,1
27986,75,Williams,21.0,4,4,0
27985,75,Red Bull,14.0,6,6,0
27984,75,Ferrari,18.0,5,5,0
28001,76,Jordan,0.0,8,8,0
28000,76,BAR,0.0,10,10,0
27999,76,Sauber,7.0,7,7,0
27998,76,Toyota,43.0,3,3,0
27997,76,McLaren,51.0,2,2,2
27996,76,Williams,35.0,4,4,0
27995,76,Red Bull,14.0,6,6,0
27994,76,Ferrari,21.0,5,5,0
27993,76,Renault,63.0,1,1,4
28012,77,Minardi,0.0,10,10,0
28011,77,Jordan,0.0,8,8,0
28010,77,BAR,0.0,9,9,0
28009,77,Sauber,7.0,7,7,0
28008,77,Toyota,44.0,3,3,0
28007,77,McLaren,53.0,2,2,2
28006,77,Williams,43.0,4,4,0
28005,77,Red Bull,19.0,6,6,0
28004,77,Ferrari,31.0,5,5,0
28003,77,Renault,76.0,1,1,5
28022,78,Minardi,0.0,10,10,0
28021,78,Jordan,0.0,8,8,0
28020,78,BAR,0.0,9,9,0
28019,78,Sauber,12.0,7,7,0
28018,78,Toyota,47.0,4,4,0
28017,78,McLaren,63.0,2,2,3
28016,78,Williams,47.0,3,3,0
28015,78,Red Bull,22.0,6,6,0
28014,78,Ferrari,45.0,5,5,0
28013,78,Renault,76.0,1,1,5
28032,79,Minardi,7.0,9,9,0
28031,79,Jordan,11.0,8,8,0
28030,79,BAR,0.0,10,10,0
28029,79,Sauber,12.0,7,7,0
28028,79,Toyota,47.0,5,5,0
28027,79,McLaren,63.0,2,2,3
28026,79,Williams,47.0,4,4,0
28025,79,Red Bull,22.0,6,6,0
28024,79,Ferrari,63.0,3,3,1
28023,79,Renault,76.0,1,1,5
28042,80,Minardi,7.0,9,9,0
28041,80,Jordan,11.0,8,8,0
28040,80,BAR,5.0,10,10,0
28039,80,Sauber,13.0,7,7,0
28038,80,Toyota,53.0,4,4,0
28037,80,McLaren,71.0,2,2,3
28036,80,Williams,47.0,5,5,0
28035,80,Red Bull,22.0,6,6,0
28034,80,Ferrari,69.0,3,3,1
28033,80,Renault,89.0,1,1,6
28052,81,Minardi,7.0,10,10,0
28051,81,Jordan,11.0,8,8,0
28050,81,BAR,9.0,9,9,0
28049,81,Sauber,13.0,7,7,0
28048,81,Toyota,54.0,4,4,0
28047,81,McLaren,87.0,2,2,4
28046,81,Williams,47.0,5,5,0
28045,81,Red Bull,22.0,6,6,0
28044,81,Ferrari,74.0,3,3,1
28043,81,Renault,102.0,1,1,6
28062,82,Minardi,7.0,10,10,0
28061,82,Jordan,11.0,9,9,0
28060,82,BAR,15.0,7,7,0
28059,82,Sauber,14.0,8,8,0
28058,82,Toyota,57.0,4,4,0
28057,82,McLaren,95.0,2,2,4
28056,82,Williams,47.0,5,5,0
28055,82,Red Bull,24.0,6,6,0
28054,82,Ferrari,78.0,3,3,1
28053,82,Renault,117.0,1,1,7
28072,83,Minardi,7.0,10,10,0
28071,83,Jordan,11.0,9,9,0
28070,83,BAR,20.0,7,7,0
28069,83,Sauber,14.0,8,8,0
28068,83,Toyota,68.0,4,4,0
28067,83,McLaren,105.0,2,2,5
28066,83,Williams,52.0,5,5,0
28065,83,Red Bull,24.0,6,6,0
28064,83,Ferrari,86.0,3,3,1
28063,83,Renault,117.0,1,1,7
28082,84,Minardi,7.0,10,10,0
28081,84,Jordan,11.0,9,9,0
28080,84,BAR,24.0,7,7,0
28079,84,Sauber,14.0,8,8,0
28078,84,Toyota,71.0,4,4,0
28077,84,McLaren,121.0,2,2,6
28076,84,Williams,52.0,5,5,0
28075,84,Red Bull,27.0,6,6,0
28074,84,Ferrari,86.0,3,3,1
28073,84,Renault,130.0,1,1,7
28092,85,Minardi,7.0,10,10,0
28091,85,Jordan,11.0,9,9,0
28090,85,BAR,25.0,7,7,0
28089,85,Sauber,14.0,8,8,0
28088,85,Toyota,78.0,4,4,0
28087,85,McLaren,136.0,2,2,7
28086,85,Williams,54.0,5,5,0
28085,85,Red Bull,27.0,6,6,0
28084,85,Ferrari,86.0,3,3,1
28083,85,Renault,144.0,1,1,7
28102,86,Minardi,7.0,10,10,0
