constructorStandingsId,raceId,name,points,position,positionText,wins
8257,306,Brabham,0.0,13,13,0
8256,306,Jordan,0.0,11,11,0
8255,306,Minardi,0.0,8,8,0
8254,306,AGS,0.0,9,9,0
8253,306,Lambo,0.0,7,7,0
8252,306,Larrousse,1.0,6,6,0
8284,307,Lola,0.0,17,17,0
8283,307,Fondmetal,0.0,18,18,0
8282,307,Coloni,0.0,19,19,0
8281,307,Dallara,4.0,6,6,0
8280,307,Ligier,0.0,11,11,0
8279,307,Leyton House,0.0,15,15,0
8278,307,Footwork,0.0,16,16,0
8277,307,Williams,6.0,3,3,0
8276,307,Team Lotus,3.0,8,8,0
8275,307,Brabham,0.0,12,12,0
8274,307,Jordan,0.0,14,14,0
8273,307,Minardi,3.0,7,7,0
8272,307,AGS,0.0,13,13,0
8271,307,Lambo,0.0,10,10,0
8270,307,Larrousse,1.0,9,9,0
8303,308,Lola,0.0,15,15,0
8302,308,Fondmetal,0.0,18,18,0
8301,308,Coloni,0.0,19,19,0
8300,308,Dallara,5.0,5,5,0
8299,308,Ligier,0.0,10,10,0
8298,308,Leyton House,0.0,16,16,0
8297,308,Footwork,0.0,17,17,0
8296,308,Williams,12.0,3,3,0
8295,308,Team Lotus,3.0,8,8,0
8294,308,Brabham,0.0,13,13,0
8293,308,Jordan,0.0,12,12,0
8292,308,Minardi,3.0,7,7,0
8291,308,AGS,0.0,14,14,0
8290,308,Lambo,0.0,11,11,0
8289,308,Larrousse,1.0,9,9,0
8288,308,Tyrrell,5.0,6,6,0
8322,309,Lola,0.0,15,15,0
8321,309,Fondmetal,0.0,18,18,0
8320,309,Coloni,0.0,19,19,0
8319,309,Dallara,5.0,6,6,0
8318,309,Ligier,0.0,11,11,0
8317,309,Leyton House,0.0,16,16,0
8316,309,Footwork,0.0,17,17,0
8315,309,Williams,17.0,3,3,0
8314,309,Team Lotus,3.0,9,9,0
8313,309,Brabham,0.0,13,13,0
8312,309,Jordan,5.0,7,7,0
8311,309,Minardi,3.0,8,8,0
8310,309,AGS,0.0,14,14,0
8309,309,Lambo,0.0,12,12,0
8308,309,Larrousse,1.0,10,10,0
8307,309,Tyrrell,11.0,5,5,0
8341,310,Lola,1.0,10,10,0
8340,310,Fondmetal,0.0,18,18,0
8339,310,Coloni,0.0,19,19,0
8338,310,Dallara,5.0,7,7,0
8337,310,Ligier,0.0,12,12,0
8336,310,Leyton House,0.0,16,16,0
8335,310,Footwork,0.0,17,17,0
8334,310,Williams,33.0,2,2,1
8333,310,Team Lotus,3.0,9,9,0
8332,310,Brabham,0.0,14,14,0
8331,310,Jordan,8.0,6,6,0
8330,310,Minardi,3.0,8,8,0
8329,310,AGS,0.0,15,15,0
8328,310,Lambo,0.0,13,13,0
8327,310,Larrousse,1.0,11,11,0
8326,310,Tyrrell,11.0,5,5,0
8360,311,Lola,1.0,10,10,0
8359,311,Fondmetal,0.0,18,18,0
8358,311,Coloni,0.0,19,19,0
8357,311,Dallara,5.0,7,7,0
8356,311,Ligier,0.0,12,12,0
8355,311,Leyton House,0.0,14,14,0
8354,311,Footwork,0.0,17,17,0
8353,311,Williams,45.0,2,2,2
8352,311,Team Lotus,3.0,9,9,0
8351,311,Brabham,0.0,15,15,0
8350,311,Jordan,9.0,6,6,0
8349,311,Minardi,3.0,8,8,0
8348,311,AGS,0.0,16,16,0
8347,311,Lambo,0.0,13,13,0
8346,311,Larrousse,1.0,11,11,0
8345,311,Tyrrell,11.0,5,5,0
8379,312,Lola,1.0,10,10,0
8378,312,Fondmetal,0.0,18,18,0
8377,312,Coloni,0.0,19,19,0
8376,312,Dallara,5.0,7,7,0
8375,312,Ligier,0.0,12,12,0
8374,312,Leyton House,0.0,14,14,0
8373,312,Footwork,0.0,17,17,0
8372,312,Williams,55.0,2,2,3
8371,312,Team Lotus,3.0,9,9,0
8370,312,Brabham,0.0,15,15,0
8369,312,Jordan,10.0,6,6,0
8368,312,Minardi,3.0,8,8,0
8367,312,AGS,0.0,16,16,0
8366,312,Lambo,0.0,13,13,0
8365,312,Larrousse,1.0,11,11,0
8364,312,Tyrrell,11.0,5,5,0
8398,313,Lola,1.0,10,10,0
8397,313,Fondmetal,0.0,18,18,0
8396,313,Coloni,0.0,19,19,0
8395,313,Dallara,5.0,7,7,0
8394,313,Ligier,0.0,12,12,0
8393,313,Leyton House,0.0,14,14,0
8392,313,Footwork,0.0,17,17,0
8391,313,Williams,71.0,1,1,4
8390,313,Team Lotus,3.0,9,9,0
8389,313,Brabham,0.0,15,15,0
8388,313,Jordan,13.0,5,5,0
8387,313,Minardi,3.0,8,8,0
8386,313,AGS,0.0,16,16,0
8385,313,Lambo,0.0,13,13,0
8384,313,Larrousse,1.0,11,11,0
8383,313,Tyrrell,11.0,6,6,0
8417,314,Lola,1.0,11,11,0
8416,314,Fondmetal,0.0,18,18,0
8415,314,Coloni,0.0,19,19,0
8414,314,Dallara,5.0,7,7,0
8413,314,Ligier,0.0,13,13,0
8412,314,Leyton House,1.0,10,10,0
8411,314,Footwork,0.0,17,17,0
8410,314,Williams,81.0,2,2,4
8409,314,Team Lotus,3.0,9,9,0
8408,314,Brabham,0.0,15,15,0
8407,314,Jordan,13.0,5,5,0
8406,314,Minardi,3.0,8,8,0
8405,314,AGS,0.0,16,16,0
8404,314,Lambo,0.0,14,14,0
8403,314,Larrousse,1.0,12,12,0
8402,314,Tyrrell,11.0,6,6,0
8435,315,Fondmetal,0.0,17,17,0
8434,315,Coloni,0.0,19,19,0
8433,315,Dallara,5.0,7,7,0
8432,315,Ligier,0.0,14,14,0
8431,315,Leyton House,1.0,10,10,0
8430,315,Footwork,0.0,18,18,0
8429,315,Williams,83.0,2,2,4
8428,315,Team Lotus,3.0,9,9,0
8427,315,Brabham,1.0,11,11,0
8426,315,Jordan,13.0,5,5,0
8425,315,Minardi,3.0,8,8,0
8424,315,AGS,0.0,16,16,0
8423,315,Lambo,0.0,15,15,0
8422,315,Larrousse,1.0,13,13,0
8421,315,Tyrrell,11.0,6,6,0
8420,315,Benetton,30.0,4,4,1
8454,316,Fondmetal,0.0,17,17,0
8453,316,Coloni,0.0,19,19,0
8452,316,Dallara,5.0,7,7,0
8451,316,Ligier,0.0,14,14,0
8450,316,Leyton House,1.0,10,10,0
8449,316,Footwork,0.0,18,18,0
8448,316,Williams,93.0,2,2,5
8447,316,Team Lotus,3.0,9,9,0
8446,316,Brabham,1.0,11,11,0
8445,316,Jordan,13.0,5,5,0
8444,316,Minardi,3.0,8,8,0
8443,316,AGS,0.0,16,16,0
8442,316,Lambo,0.0,15,15,0
8441,316,Larrousse,1.0,13,13,0
8440,316,Tyrrell,11.0,6,6,0
8439,316,Benetton,33.0,4,4,1
8474,317,Lola,1.0,12,12,0
8473,317,Fondmetal,0.0,17,17,0
8472,317,Coloni,0.0,19,19,0
8471,317,Dallara,5.0,8,8,0
8470,317,Ligier,0.0,14,14,0
8469,317,Leyton House,1.0,10,10,0
8468,317,Footwork,0.0,18,18,0
8467,317,Williams,103.0,2,2,6
8466,317,Team Lotus,3.0,9,9,0
8465,317,Brabham,1.0,11,11,0
8464,317,Jordan,13.0,5,5,0
8463,317,Minardi,6.0,7,7,0
8462,317,AGS,0.0,16,16,0
8461,317,Lambo,0.0,15,15,0
8460,317,Larrousse,1.0,13,13,0
8459,317,Tyrrell,11.0,6,6,0
8458,317,Benetton,36.0,4,4,1
8457,317,Ferrari,43.0,3,3,0
8493,318,Lola,1.0,12,12,0
8492,318,Fondmetal,0.0,17,17,0
8491,318,Coloni,0.0,19,19,0
8490,318,Dallara,5.0,8,8,0
8489,318,Ligier,0.0,14,14,0
8488,318,Leyton House,1.0,10,10,0
8487,318,Footwork,0.0,18,18,0
8486,318,Williams,117.0,1,1,7
8485,318,Team Lotus,3.0,9,9,0
8484,318,Brabham,1.0,11,11,0
8483,318,Jordan,13.0,5,5,0
8482,318,Minardi,6.0,7,7,0
8481,318,AGS,0.0,16,16,0
8480,318,Lambo,0.0,15,15,0
8479,318,Larrousse,1.0,13,13,0
8478,318,Tyrrell,11.0,6,6,0
8477,318,Benetton,37.0,4,4,1
8476,318,Ferrari,52.0,3,3,0
8512,319,Lola,1.0,12,12,0
8511,319,Fondmetal,0.0,17,17,0
8510,319,Coloni,0.0,19,19,0
8509,319,Dallara,5.0,8,8,0
8508,319,Ligier,0.0,14,14,0
8507,319,Leyton House,1.0,11,11,0
8506,319,Footwork,0.0,18,18,0
8505,319,Williams,121.0,2,2,7
8504,319,Team Lotus,3.0,9,9,0
8503,319,Brabham,3.0,10,10,0
8502,319,Jordan,13.0,5,5,0
8501,319,Minardi,6.0,7,7,0
8500,319,AGS,0.0,16,16,0
8499,319,Lambo,0.0,15,15,0
8498,319,Larrousse,1.0,13,13,0
8497,319,Tyrrell,12.0,6,6,0
8496,319,Benetton,37.0,4,4,1
8495,319,Ferrari,55.0,3,3,0
8531,320,Lola,1.0,12,12,0
8530,320,Fondmetal,0.0,17,17,0
8529,320,Coloni,0.0,19,19,0
8528,320,Dallara,5.0,8,8,0
8527,320,Ligier,0.0,14,14,0
8526,320,Leyton House,1.0,11,11,0
8525,320,Footwork,0.0,18,18,0
8524,320,Williams,125.0,2,2,7
8523,320,Team Lotus,3.0,9,9,0
8522,320,Brabham,3.0,10,10,0
8521,320,Jordan,13.0,5,5,0
8520,320,Minardi,6.0,7,7,0
8519,320,AGS,0.0,16,16,0
8518,320,Lambo,0.0,15,15,0
8517,320,Larrousse,1.0,13,13,0
8516,320,Tyrrell,12.0,6,6,0
8515,320,Benetton,38.5,4,4,1
8514,320,Ferrari,55.5,3,3,0
7633,321,Leyton House,0.0,10,10,0
7632,321,Euro Brun,0.0,9,9,0
7631,321,Arrows,0.0,8,8,0
7630,321,Larrousse,0.0,7,7,0
7629,321,Minardi,0.0,6,6,0
7628,321,Brabham,2.0,5,5,0
7627,321,Benetton,3.0,4,4,0
7626,321,Williams,4.0,3,3,0
7625,321,Tyrrell,7.0,2,2,0
7624,321,McLaren,9.0,1,1,1
7655,322,Dallara,0.0,12,12,0
7654,322,Osella,0.0,16,16,0
7653,322,Ferrari,12.0,2,2,1
7652,322,Leyton House,0.0,13,13,0
7651,322,Euro Brun,0.0,11,11,0
7650,322,Arrows,0.0,9,9,0
7649,322,Larrousse,0.0,8,8,0
7648,322,Minardi,0.0,7,7,0
7647,322,Brabham,2.0,6,6,0
7646,322,Benetton,4.0,5,5,0
7645,322,Williams,6.0,4,4,0
7644,322,Tyrrell,7.0,3,3,0
7643,322,McLaren,19.0,1,1,1
7676,323,Ligier,0.0,10,10,0
7675,323,Team Lotus,0.0,7,7,0
7674,323,Dallara,0.0,14,14,0
7673,323,Osella,0.0,16,16,0
7672,323,Ferrari,15.0,3,3,1
7671,323,Leyton House,0.0,15,15,0
7670,323,Euro Brun,0.0,13,13,0
7669,323,Arrows,0.0,11,11,0
7668,323,Larrousse,0.0,9,9,0
7667,323,Minardi,0.0,8,8,0
7666,323,Brabham,2.0,6,6,0
7665,323,Benetton,10.0,4,4,0
7664,323,Williams,15.0,2,2,1
7663,323,Tyrrell,8.0,5,5,0
7662,323,McLaren,25.0,1,1,1
7695,324,Ligier,0.0,12,12,0
7694,324,Team Lotus,0.0,9,9,0
7693,324,Dallara,0.0,14,14,0
7692,324,Osella,0.0,16,16,0
7691,324,Ferrari,15.0,3,3,1
7690,324,Leyton House,0.0,15,15,0
7689,324,Euro Brun,0.0,13,13,0
7688,324,Arrows,2.0,6,6,0
7687,324,Larrousse,1.0,8,8,0
7686,324,Minardi,0.0,10,10,0
7685,324,Brabham,2.0,7,7,0
7684,324,Benetton,10.0,5,5,0
7683,324,Williams,18.0,2,2,1
7682,324,Tyrrell,14.0,4,4,0
7681,324,McLaren,38.0,1,1,2
7715,325,Onyx,0.0,11,11,0
7714,325,Ligier,0.0,12,12,0
7713,325,Team Lotus,1.0,8,8,0
7712,325,Dallara,0.0,16,16,0
7711,325,Osella,0.0,14,14,0
7710,325,Ferrari,21.0,2,2,1
7709,325,Leyton House,0.0,13,13,0
7708,325,Euro Brun,0.0,15,15,0
7707,325,Arrows,2.0,7,7,0
7706,325,Larrousse,1.0,9,9,0
7705,325,Minardi,0.0,10,10,0
7704,325,Brabham,2.0,6,6,0
7703,325,Benetton,16.0,4,4,0
7702,325,Williams,18.0,3,3,1
7701,325,Tyrrell,14.0,5,5,0
7700,325,McLaren,50.0,1,1,3
7734,326,Onyx,0.0,11,11,0
7733,326,Ligier,0.0,12,12,0
7732,326,Team Lotus,1.0,8,8,0
7731,326,Dallara,0.0,14,14,0
7730,326,Osella,0.0,15,15,0
7729,326,Ferrari,36.0,2,2,2
7728,326,Leyton House,0.0,13,13,0
7727,326,Euro Brun,0.0,16,16,0
7726,326,Arrows,2.0,7,7,0
7725,326,Larrousse,1.0,9,9,0
7724,326,Minardi,0.0,10,10,0
7723,326,Brabham,2.0,6,6,0
7722,326,Benetton,20.0,4,4,0
7721,326,Williams,20.0,3,3,1
7720,326,Tyrrell,14.0,5,5,0
7719,326,McLaren,54.0,1,1,3
7754,327,AGS,0.0,17,17,0
7753,327,Onyx,0.0,12,12,0
7752,327,Ligier,0.0,13,13,0
7751,327,Team Lotus,1.0,10,10,0
7750,327,Dallara,0.0,14,14,0
7749,327,Osella,0.0,15,15,0
7748,327,Ferrari,45.0,2,2,3
7747,327,Leyton House,6.0,6,6,0
7746,327,Euro Brun,0.0,16,16,0
7745,327,Arrows,2.0,8,8,0
7744,327,Larrousse,1.0,9,9,0
7743,327,Minardi,0.0,11,11,0
7742,327,Brabham,2.0,7,7,0
7741,327,Benetton,23.0,3,3,0
7740,327,Williams,21.0,4,4,1
7739,327,Tyrrell,14.0,5,5,0
7738,327,McLaren,60.0,1,1,3
7773,328,AGS,0.0,17,17,0
7772,328,Onyx,0.0,12,12,0
7771,328,Ligier,0.0,13,13,0
7770,328,Team Lotus,1.0,10,10,0
7769,328,Dallara,0.0,14,14,0
7768,328,Osella,0.0,15,15,0
7767,328,Ferrari,54.0,2,2,4
7766,328,Leyton House,6.0,6,6,0
7765,328,Euro Brun,0.0,16,16,0
7764,328,Arrows,2.0,8,8,0
7763,328,Larrousse,5.0,7,7,0
7762,328,Minardi,0.0,11,11,0
7761,328,Brabham,2.0,9,9,0
7760,328,Benetton,25.0,4,4,0
7759,328,Williams,27.0,3,3,1
7758,328,Tyrrell,14.0,5,5,0
7757,328,McLaren,64.0,1,1,3
7792,329,AGS,0.0,17,17,0
7791,329,Onyx,0.0,12,12,0
7790,329,Ligier,0.0,13,13,0
7789,329,Team Lotus,1.0,10,10,0
7788,329,Dallara,0.0,14,14,0
7787,329,Osella,0.0,15,15,0
7786,329,Ferrari,57.0,2,2,4
7785,329,Leyton House,6.0,6,6,0
7784,329,Euro Brun,0.0,16,16,0
7783,329,Arrows,2.0,8,8,0
7782,329,Larrousse,5.0,7,7,0
7781,329,Minardi,0.0,11,11,0
7780,329,Brabham,2.0,9,9,0
7779,329,Benetton,31.0,3,3,0
7778,329,Williams,30.0,4,4,1
7777,329,Tyrrell,14.0,5,5,0
7776,329,McLaren,77.0,1,1,4
7811,330,AGS,0.0,15,15,0
7810,330,Onyx,0.0,12,12,0
7809,330,Ligier,0.0,13,13,0
7808,330,Team Lotus,3.0,8,8,0
7807,330,Dallara,0.0,14,14,0
7806,330,Osella,0.0,16,16,0
7805,330,Ferrari,57.0,2,2,4
7804,330,Leyton House,6.0,6,6,0
7803,330,Euro Brun,0.0,17,17,0
7802,330,Arrows,2.0,9,9,0
7801,330,Larrousse,6.0,7,7,0
7800,330,Minardi,0.0,11,11,0
7799,330,Brabham,2.0,10,10,0
7798,330,Benetton,35.0,4,4,0
7797,330,Williams,42.0,3,3,2
7796,330,Tyrrell,14.0,5,5,0
7795,330,McLaren,83.0,1,1,4
7830,331,AGS,0.0,16,16,0
7829,331,Onyx,0.0,12,12,0
7828,331,Ligier,0.0,13,13,0
7827,331,Team Lotus,3.0,8,8,0
7826,331,Dallara,0.0,14,14,0
7825,331,Osella,0.0,15,15,0
7824,331,Ferrari,63.0,2,2,4
7823,331,Leyton House,7.0,6,6,0
7822,331,Euro Brun,0.0,17,17,0
7821,331,Arrows,2.0,9,9,0
7820,331,Larrousse,6.0,7,7,0
7819,331,Minardi,0.0,11,11,0
7818,331,Brabham,2.0,10,10,0
7817,331,Benetton,40.0,4,4,0
7816,331,Williams,42.0,3,3,2
7815,331,Tyrrell,14.0,5,5,0
7814,331,McLaren,96.0,1,1,5
7849,332,AGS,0.0,16,16,0
7848,332,Onyx,0.0,12,12,0
7847,332,Ligier,0.0,13,13,0
7846,332,Team Lotus,3.0,8,8,0
7845,332,Dallara,0.0,14,14,0
7844,332,Osella,0.0,15,15,0
7843,332,Ferrari,72.0,2,2,4
7842,332,Leyton House,7.0,6,6,0
7841,332,Euro Brun,0.0,17,17,0
7840,332,Arrows,2.0,9,9,0
7839,332,Larrousse,6.0,7,7,0
7838,332,Minardi,0.0,11,11,0
7837,332,Brabham,2.0,10,10,0
7836,332,Benetton,40.0,4,4,0
7835,332,Williams,44.0,3,3,2
7834,332,Tyrrell,15.0,5,5,0
7833,332,McLaren,109.0,1,1,6
7868,333,AGS,0.0,16,16,0
7867,333,Onyx,0.0,12,12,0
7866,333,Ligier,0.0,13,13,0
7865,333,Team Lotus,3.0,8,8,0
7864,333,Dallara,0.0,14,14,0
7863,333,Osella,0.0,15,15,0
7862,333,Ferrari,85.0,2,2,5
7861,333,Leyton House,7.0,6,6,0
7860,333,Euro Brun,0.0,17,17,0
7859,333,Arrows,2.0,9,9,0
7858,333,Larrousse,6.0,7,7,0
7857,333,Minardi,0.0,11,11,0
7856,333,Brabham,2.0,10,10,0
7855,333,Benetton,43.0,4,4,0
7854,333,Williams,44.0,3,3,2
7853,333,Tyrrell,15.0,5,5,0
7852,333,McLaren,118.0,1,1,6
7887,334,AGS,0.0,14,14,0
7886,334,Onyx,0.0,13,13,0
7885,334,Ligier,0.0,11,11,0
7884,334,Team Lotus,3.0,8,8,0
7883,334,Dallara,0.0,15,15,0
7882,334,Osella,0.0,16,16,0
7881,334,Ferrari,100.0,2,2,6
7880,334,Leyton House,7.0,6,6,0
7879,334,Euro Brun,0.0,17,17,0
7878,334,Arrows,2.0,9,9,0
7877,334,Larrousse,7.0,7,7,0
7876,334,Minardi,0.0,12,12,0
7875,334,Brabham,2.0,10,10,0
7874,334,Benetton,47.0,4,4,0
7873,334,Williams,49.0,3,3,2
7872,334,Tyrrell,15.0,5,5,0
7871,334,McLaren,118.0,1,1,6
7906,335,AGS,0.0,14,14,0
7905,335,Onyx,0.0,13,13,0
7904,335,Ligier,0.0,11,11,0
7903,335,Team Lotus,3.0,8,8,0
7902,335,Dallara,0.0,15,15,0
7901,335,Osella,0.0,16,16,0
7900,335,Ferrari,100.0,2,2,6
7899,335,Leyton House,7.0,7,7,0
7898,335,Euro Brun,0.0,17,17,0
7897,335,Arrows,2.0,9,9,0
7896,335,Larrousse,11.0,6,6,0
7895,335,Minardi,0.0,12,12,0
7894,335,Brabham,2.0,10,10,0
7893,335,Benetton,62.0,3,3,1
7892,335,Williams,54.0,4,4,2
7891,335,Tyrrell,16.0,5,5,0
7890,335,McLaren,118.0,1,1,6
7925,336,AGS,0.0,14,14,0
7924,336,Onyx,0.0,13,13,0
7923,336,Ligier,0.0,11,11,0
7922,336,Team Lotus,3.0,8,8,0
7921,336,Dallara,0.0,15,15,0
7920,336,Osella,0.0,16,16,0
7919,336,Ferrari,110.0,2,2,6
7918,336,Leyton House,7.0,7,7,0
7917,336,Euro Brun,0.0,17,17,0
7916,336,Arrows,2.0,9,9,0
7915,336,Larrousse,11.0,6,6,0
7914,336,Minardi,0.0,12,12,0
7913,336,Brabham,2.0,10,10,0
7912,336,Benetton,71.0,3,3,2
7911,336,Williams,57.0,4,4,2
7910,336,Tyrrell,16.0,5,5,0
7909,336,McLaren,121.0,1,1,6
4046,1,Ferrari,0.0,9,9,0
4044,1,BMW Sauber,0.0,7,7,0
4045,1,Red Bull,0.0,8,8,0
4043,1,Force India,0.0,6,6,0
4042,1,Toro Rosso,3.0,5,5,0
4041,1,Williams,3.0,4,4,0
4040,1,Renault,4.0,3,3,0
4039,1,Toyota,11.0,2,2,0
4038,1,Brawn,18.0,1,1,1
8541,2,Ferrari,0.0,10,10,0
8540,2,Red Bull,1.5,7,7,0
8539,2,BMW Sauber,4.0,3,3,0
8538,2,Force India,0.0,9,9,0
8537,2,Toro Rosso,3.0,6,6,0
8536,2,Williams,3.5,5,5,0
8535,2,Renault,4.0,4,4,0
8534,2,Toyota,16.5,2,2,0
8533,2,McLaren,1.0,8,8,0
8532,2,Brawn,25.0,1,1,2
25734,36,McLaren,14.0,11,E,0
25745,37,McLaren,32.0,11,E,1
25744,37,Ferrari,23.0,1,1,1
25766,39,Ferrari,49.0,1,1,3
25777,40,Ferrari,56.0,1,1,3
25788,41,Ferrari,60.0,1,1,3
25799,42,Ferrari,71.0,1,1,3
25810,43,Ferrari,89.0,1,1,4
25821,44,Ferrari,103.0,1,1,5
25832,45,Ferrari,111.0,1,1,5
25843,46,Ferrari,119.0,1,1,5
25854,47,Ferrari,137.0,1,1,6
25865,48,Ferrari,143.0,1,1,6
25876,49,Ferrari,161.0,1,1,7
25887,50,Ferrari,170.0,1,1,7
25898,51,Ferrari,186.0,1,1,8
25909,52,Ferrari,204.0,1,1,9
7634,321,Ferrari,0.0,11,11,0
7635,321,Osella,0.0,12,12,0
7636,321,Dallara,0.0,13,13,0
7637,321,Team Lotus,0.0,14,14,0
7638,321,Ligier,0.0,15,15,0
7639,321,Onyx,0.0,16,16,0
7640,321,AGS,0.0,17,17,0
7641,321,Life,0.0,18,18,0
7642,321,Coloni,0.0,19,19,0
7656,322,Team Lotus,0.0,14,14,0
7657,322,Ligier,0.0,10,10,0
7658,322,Onyx,0.0,17,17,0
7659,322,AGS,0.0,15,15,0
7660,322,Life,0.0,19,19,0
7661,322,Coloni,0.0,18,18,0
7677,323,Onyx,0.0,12,12,0
7678,323,AGS,0.0,17,17,0
7679,323,Life,0.0,19,19,0
7680,323,Coloni,0.0,18,18,0
7696,324,Onyx,0.0,11,11,0
7697,324,AGS,0.0,17,17,0
7698,324,Life,0.0,19,19,0
7699,324,Coloni,0.0,18,18,0
7716,325,AGS,0.0,17,17,0
7717,325,Life,0.0,19,19,0
7718,325,Coloni,0.0,18,18,0
7735,326,AGS,0.0,17,17,0
7736,326,Life,0.0,19,19,0
7737,326,Coloni,0.0,18,18,0
7755,327,Life,0.0,19,19,0
7756,327,Coloni,0.0,18,18,0
7774,328,Life,0.0,19,19,0
7775,328,Coloni,0.0,18,18,0
7793,329,Life,0.0,19,19,0
7794,329,Coloni,0.0,18,18,0
7812,330,Life,0.0,19,19,0
7813,330,Coloni,0.0,18,18,0
7831,331,Life,0.0,19,19,0
7832,331,Coloni,0.0,18,18,0
7850,332,Life,0.0,19,19,0
7851,332,Coloni,0.0,18,18,0
7869,333,Life,0.0,19,19,0
7870,333,Coloni,0.0,18,18,0
7888,334,Life,0.0,19,19,0
7889,334,Coloni,0.0,18,18,0
7907,335,Life,0.0,19,19,0
7908,335,Coloni,0.0,18,18,0
7926,336,Life,0.0,19,19,0
7927,336,Coloni,0.0,18,18,0
8237,305,Minardi,0.0,8,8,0
8236,305,AGS,0.0,7,7,0
8235,305,Lambo,0.0,6,6,0
8234,305,Larrousse,1.0,5,5,0
8233,305,Tyrrell,5.0,3,3,0
8232,305,Benetton,4.0,4,4,0
8231,305,Ferrari,6.0,2,2,0
8230,305,McLaren,10.0,1,1,1
8251,306,Tyrrell,5.0,5,5,0
8250,306,Benetton,6.0,4,4,0
8249,306,Ferrari,10.0,2,2,0
8248,306,McLaren,24.0,1,1,2
8269,307,Tyrrell,5.0,5,5,0
8268,307,Benetton,6.0,4,4,0
8267,307,Ferrari,10.0,2,2,0
8266,307,McLaren,40.0,1,1,3
8287,308,Benetton,9.0,4,4,0
8286,308,Ferrari,16.0,2,2,0
8285,308,McLaren,50.0,1,1,4
8306,309,Benetton,19.0,2,2,1
8305,309,Ferrari,16.0,4,4,0
8304,309,McLaren,50.0,1,1,4
8325,310,Benetton,21.0,3,3,1
8323,310,McLaren,54.0,1,1,4
8324,310,Ferrari,16.0,4,4,0
8344,311,Benetton,21.0,4,4,1
8342,311,McLaren,58.0,1,1,4
8343,311,Ferrari,25.0,3,3,0
8363,312,Benetton,23.0,4,4,1
8361,312,McLaren,67.0,1,1,4
8362,312,Ferrari,29.0,3,3,0
8382,313,Benetton,23.0,4,4,1
8380,313,McLaren,70.0,2,2,4
8381,313,Ferrari,33.0,3,3,0
8401,314,Benetton,23.0,4,4,1
8399,314,McLaren,83.0,1,1,5
8400,314,Ferrari,35.0,3,3,0
8419,315,Ferrari,35.0,3,3,0
8418,315,McLaren,99.0,1,1,6
8438,316,Ferrari,39.0,3,3,0
8437,316,McLaren,108.0,1,1,6
8456,317,McLaren,114.0,1,1,6
8475,318,McLaren,116.0,2,2,6
8494,319,McLaren,132.0,1,1,7
8513,320,McLaren,139.0,1,1,8
8436,315,Lola,1.0,12,12,0
8455,316,Lola,1.0,12,12,0
8570,3,Red Bull,19.5,2,2,1
8567,3,Toro Rosso,4.0,7,7,0
8568,3,Force India,0.0,10,10,0
8571,3,Ferrari,0.0,9,9,0
8569,3,BMW Sauber,4.0,5,5,0
8566,3,Williams,3.5,8,8,0
8565,3,Renault,4.0,6,6,0
8564,3,Toyota,18.5,3,3,0
8563,3,McLaren,8.0,4,4,0
8562,3,Brawn,36.0,1,1,2
8590,4,Red Bull,27.5,2,2,1
8589,4,BMW Sauber,4.0,6,6,0
8588,4,Force India,0.0,10,10,0
8587,4,Toro Rosso,4.0,7,7,0
8585,4,Renault,5.0,5,5,0
8583,4,McLaren,13.0,4,4,0
8584,4,Toyota,26.5,3,3,0
8591,4,Ferrari,3.0,9,9,0
8586,4,Williams,3.5,8,8,0
8582,4,Brawn,50.0,1,1,3
8592,5,Brawn,68.0,1,1,4
8593,5,McLaren,13.0,4,4,0
8594,5,Toyota,26.5,3,3,0
8595,5,Renault,9.0,5,5,0
8596,5,Williams,4.5,8,8,0
8597,5,Toro Rosso,4.0,9,9,0
8598,5,Force India,0.0,10,10,0
8599,5,BMW Sauber,6.0,6,6,0
8600,5,Red Bull,38.5,2,2,1
8601,5,Ferrari,6.0,7,7,0
8678,6,Force India,0.0,10,10,0
8679,6,BMW Sauber,6.0,8,8,0
8674,6,Toyota,26.5,3,3,0
8681,6,Ferrari,17.0,4,4,0
8680,6,Red Bull,42.5,2,2,1
8677,6,Toro Rosso,5.0,9,9,0
8676,6,Williams,7.5,7,7,0
8675,6,Renault,11.0,6,6,0
8673,6,McLaren,13.0,5,5,0
8672,6,Brawn,86.0,1,1,5
8651,7,Ferrari,20.0,4,4,0
8649,7,BMW Sauber,8.0,8,8,0
8647,7,Toro Rosso,5.0,9,9,0
8645,7,Renault,11.0,7,7,0
8643,7,McLaren,13.0,5,5,0
8644,7,Toyota,32.5,3,3,0
8642,7,Brawn,96.0,1,1,6
8650,7,Red Bull,56.5,2,2,1
8646,7,Williams,11.5,6,6,0
8648,7,Force India,0.0,10,10,0
8671,8,Ferrari,26.0,4,4,0
8669,8,BMW Sauber,8.0,8,8,0
8667,8,Toro Rosso,5.0,9,9,0
8665,8,Renault,11.0,7,7,0
8663,8,McLaren,13.0,6,6,0
8664,8,Toyota,34.5,3,3,0
8662,8,Brawn,105.0,1,1,6
8670,8,Red Bull,74.5,2,2,2
8666,8,Williams,15.5,5,5,0
8668,8,Force India,0.0,10,10,0
8682,9,Brawn,112.0,1,1,6
8683,9,McLaren,14.0,6,6,0
8684,9,Toyota,34.5,3,3,0
8685,9,Renault,13.0,7,7,0
