constructorResultsId,raceId,name,points,status
1,18,McLaren,14.0,\N
2,18,BMW Sauber,8.0,\N
3,18,Williams,9.0,\N
4,18,Renault,5.0,\N
5,18,Toro Rosso,2.0,\N
6,18,Ferrari,1.0,\N
7,18,Toyota,0.0,\N
8,18,Super Aguri,0.0,\N
9,18,Red Bull,0.0,\N
10,18,Force India,0.0,\N
11,18,Honda,0.0,\N
12,19,Ferrari,10.0,\N
13,19,BMW Sauber,11.0,\N
14,19,McLaren,10.0,\N
15,19,Toyota,5.0,\N
16,19,Red Bull,2.0,\N
17,19,Renault,1.0,\N
18,19,Honda,0.0,\N
19,19,Force India,0.0,\N
20,19,Williams,0.0,\N
21,19,Super Aguri,0.0,\N
22,19,Toro Rosso,0.0,\N
23,20,Ferrari,18.0,\N
24,20,BMW Sauber,11.0,\N
25,20,McLaren,4.0,\N
26,20,Toyota,3.0,\N
27,20,Red Bull,2.0,\N
28,20,Williams,1.0,\N
29,20,Renault,0.0,\N
30,20,Honda,0.0,\N
31,20,Force India,0.0,\N
32,20,Toro Rosso,0.0,\N
33,20,Super Aguri,0.0,\N
34,21,Ferrari,18.0,\N
35,21,McLaren,6.0,\N
36,21,BMW Sauber,5.0,\N
37,21,Red Bull,4.0,\N
38,21,Honda,3.0,\N
39,21,Williams,2.0,\N
40,21,Toyota,1.0,\N
41,21,Force India,0.0,\N
42,21,Super Aguri,0.0,\N
43,21,Renault,0.0,\N
44,21,Toro Rosso,0.0,\N
45,22,Ferrari,16.0,\N
46,22,McLaren,8.0,\N
47,22,BMW Sauber,9.0,\N
48,22,Renault,3.0,\N
49,22,Red Bull,2.0,\N
50,22,Williams,1.0,\N
51,22,Toyota,0.0,\N
52,22,Honda,0.0,\N
53,22,Force India,0.0,\N
54,22,Toro Rosso,0.0,\N
55,23,McLaren,11.0,\N
56,23,BMW Sauber,8.0,\N
57,23,Ferrari,6.0,\N
58,23,Red Bull,5.0,\N
59,23,Toro Rosso,4.0,\N
60,23,Honda,3.0,\N
61,23,Williams,2.0,\N
62,23,Renault,0.0,\N
63,23,Toyota,0.0,\N
64,23,Force India,0.0,\N
65,24,BMW Sauber,18.0,\N
66,24,Red Bull,6.0,\N
67,24,Toyota,8.0,\N
68,24,Ferrari,4.0,\N
69,24,Honda,2.0,\N
70,24,Toro Rosso,1.0,\N
71,24,McLaren,0.0,\N
72,24,Williams,0.0,\N
73,24,Force India,0.0,\N
74,24,Renault,0.0,\N
75,25,Ferrari,18.0,\N
76,25,Toyota,6.0,\N
77,25,McLaren,5.0,\N
78,25,BMW Sauber,4.0,\N
79,25,Red Bull,3.0,\N
80,25,Renault,3.0,\N
81,25,Toro Rosso,0.0,\N
82,25,Honda,0.0,\N
83,25,Williams,0.0,\N
84,25,Force India,0.0,\N
85,26,McLaren,14.0,\N
86,26,BMW Sauber,8.0,\N
87,26,Honda,6.0,\N
88,26,Ferrari,5.0,\N
89,26,Renault,3.0,\N
90,26,Toyota,2.0,\N
91,26,Williams,1.0,\N
92,26,Red Bull,0.0,\N
93,26,Toro Rosso,0.0,\N
94,26,Force India,0.0,\N
95,27,McLaren,14.0,\N
96,27,Renault,8.0,\N
97,27,Ferrari,9.0,\N
98,27,BMW Sauber,7.0,\N
99,27,Toro Rosso,1.0,\N
100,27,Toyota,0.0,\N
101,27,Williams,0.0,\N
102,27,Red Bull,0.0,\N
103,27,Force India,0.0,\N
104,27,Honda,0.0,\N
105,28,McLaren,14.0,\N
106,28,Toyota,10.0,\N
107,28,Ferrari,6.0,\N
108,28,Renault,8.0,\N
109,28,BMW Sauber,1.0,\N
110,28,Red Bull,0.0,\N
111,28,Honda,0.0,\N
112,28,Williams,0.0,\N
113,28,Force India,0.0,\N
114,28,Toro Rosso,0.0,\N
115,29,Ferrari,10.0,\N
116,29,McLaren,13.0,\N
117,29,BMW Sauber,6.0,\N
118,29,Toyota,6.0,\N
119,29,Toro Rosso,3.0,\N
120,29,Williams,1.0,\N
121,29,Renault,0.0,\N
122,29,Red Bull,0.0,\N
123,29,Honda,0.0,\N
124,29,Force India,0.0,\N
125,30,Ferrari,10.0,\N
126,30,BMW Sauber,11.0,\N
127,30,McLaren,6.0,\N
128,30,Renault,5.0,\N
129,30,Toro Rosso,6.0,\N
130,30,Red Bull,1.0,\N
131,30,Toyota,0.0,\N
132,30,Williams,0.0,\N
133,30,Force India,0.0,\N
134,30,Honda,0.0,\N
135,31,Toro Rosso,10.0,\N
136,31,McLaren,10.0,\N
137,31,BMW Sauber,10.0,\N
138,31,Renault,5.0,\N
139,31,Ferrari,3.0,\N
140,31,Red Bull,1.0,\N
141,31,Toyota,0.0,\N
142,31,Williams,0.0,\N
143,31,Honda,0.0,\N
144,31,Force India,0.0,\N
145,32,Renault,10.0,\N
146,32,Williams,9.0,\N
147,32,McLaren,6.0,\N
148,32,Toyota,5.0,\N
149,32,Toro Rosso,4.0,\N
150,32,BMW Sauber,3.0,\N
151,32,Red Bull,2.0,\N
152,32,Honda,0.0,\N
153,32,Ferrari,0.0,\N
154,32,Force India,0.0,\N
155,33,Renault,15.0,\N
156,33,BMW Sauber,8.0,\N
157,33,Ferrari,8.0,\N
158,33,Toyota,4.0,\N
159,33,Toro Rosso,3.0,\N
160,33,Red Bull,1.0,\N
161,33,Williams,0.0,\N
162,33,McLaren,0.0,\N
163,33,Honda,0.0,\N
164,33,Force India,0.0,\N
165,34,McLaren,10.0,\N
166,34,Ferrari,14.0,\N
167,34,Renault,6.0,\N
168,34,BMW Sauber,7.0,\N
169,34,Toyota,2.0,\N
170,34,Toro Rosso,0.0,\N
171,34,Red Bull,0.0,\N
172,34,Honda,0.0,\N
173,34,Williams,0.0,\N
174,34,Force India,0.0,\N
175,35,Ferrari,16.0,\N
176,35,Renault,8.0,\N
177,35,Toro Rosso,5.0,\N
178,35,McLaren,6.0,\N
179,35,Toyota,4.0,\N
180,35,Red Bull,0.0,\N
181,35,BMW Sauber,0.0,\N
182,35,Williams,0.0,\N
183,35,Honda,0.0,\N
184,35,Force India,0.0,\N
185,36,Ferrari,13.0,\N
186,36,McLaren,14.0,D
187,36,BMW Sauber,5.0,\N
188,36,Renault,4.0,\N
189,36,Williams,2.0,\N
190,36,Toyota,1.0,\N
191,36,Honda,0.0,\N
192,36,Super Aguri,0.0,\N
193,36,Red Bull,0.0,\N
194,36,Toro Rosso,0.0,\N
195,36,Spyker,0.0,\N
196,37,McLaren,18.0,D
197,37,Ferrari,10.0,\N
198,37,BMW Sauber,5.0,\N
199,37,Renault,4.0,\N
200,37,Toyota,2.0,\N
201,37,Williams,0.0,\N
202,37,Red Bull,0.0,\N
203,37,Honda,0.0,\N
204,37,Super Aguri,0.0,\N
205,37,Toro Rosso,0.0,\N
206,37,Spyker,0.0,\N
207,38,Ferrari,16.0,\N
208,38,McLaren,12.0,D
209,38,BMW Sauber,8.0,\N
210,38,Toyota,2.0,\N
211,38,Renault,1.0,\N
212,38,Williams,0.0,\N
213,38,Honda,0.0,\N
214,38,Spyker,0.0,\N
215,38,Super Aguri,0.0,\N
216,38,Red Bull,0.0,\N
217,38,Toro Rosso,0.0,\N
218,39,Ferrari,10.0,\N
219,39,McLaren,14.0,D
220,39,BMW Sauber,5.0,\N
221,39,Red Bull,4.0,\N
222,39,Williams,3.0,\N
223,39,Renault,2.0,\N
224,39,Super Aguri,1.0,\N
225,39,Honda,0.0,\N
226,39,Spyker,0.0,\N
227,39,Toyota,0.0,\N
228,39,Toro Rosso,0.0,\N
229,40,McLaren,18.0,D
230,40,Ferrari,7.0,\N
231,40,Renault,5.0,\N
232,40,BMW Sauber,7.0,\N
233,40,Williams,2.0,\N
234,40,Toro Rosso,0.0,\N
235,40,Honda,0.0,\N
236,40,Red Bull,0.0,\N
237,40,Toyota,0.0,\N
238,40,Super Aguri,0.0,\N
239,40,Spyker,0.0,\N
240,41,McLaren,12.0,D
241,41,BMW Sauber,8.0,\N
242,41,Williams,6.0,\N
243,41,Renault,5.0,\N
244,41,Ferrari,4.0,\N
245,41,Super Aguri,3.0,\N
246,41,Toyota,1.0,\N
247,41,Red Bull,0.0,\N
248,41,Honda,0.0,\N
249,41,Toro Rosso,0.0,\N
250,41,Spyker,0.0,\N
251,42,McLaren,18.0,D
252,42,Ferrari,11.0,\N
253,42,Renault,4.0,\N
254,42,Toyota,3.0,\N
255,42,Red Bull,2.0,\N
256,42,BMW Sauber,1.0,\N
257,42,Williams,0.0,\N
258,42,Super Aguri,0.0,\N
259,42,Honda,0.0,\N
260,42,Toro Rosso,0.0,\N
261,42,Spyker,0.0,\N
262,43,Ferrari,18.0,\N
263,43,McLaren,8.0,D
264,43,BMW Sauber,9.0,\N
265,43,Renault,3.0,\N
266,43,Honda,1.0,\N
267,43,Williams,0.0,\N
268,43,Toyota,0.0,\N
269,43,Red Bull,0.0,\N
270,43,Super Aguri,0.0,\N
271,43,Spyker,0.0,\N
272,43,Toro Rosso,0.0,\N
273,44,Ferrari,14.0,\N
274,44,McLaren,14.0,D
275,44,BMW Sauber,8.0,\N
276,44,Renault,3.0,\N
277,44,Honda,0.0,\N
278,44,Red Bull,0.0,\N
279,44,Williams,0.0,\N
280,44,Super Aguri,0.0,\N
281,44,Spyker,0.0,\N
282,44,Toro Rosso,0.0,\N
283,44,Toyota,0.0,\N
284,45,McLaren,10.0,D
285,45,Ferrari,8.0,\N
286,45,Red Bull,10.0,\N
287,45,Williams,5.0,\N
288,45,BMW Sauber,5.0,\N
289,45,Renault,1.0,\N
290,45,Honda,0.0,\N
291,45,Super Aguri,0.0,\N
292,45,Toyota,0.0,\N
293,45,Spyker,0.0,\N
294,45,Toro Rosso,0.0,\N
295,46,McLaren,15.0,D
296,46,Ferrari,8.0,\N
297,46,BMW Sauber,10.0,\N
298,46,Toyota,3.0,\N
299,46,Williams,2.0,\N
300,46,Renault,1.0,\N
301,46,Red Bull,0.0,\N
302,46,Super Aguri,0.0,\N
303,46,Toro Rosso,0.0,\N
304,46,Spyker,0.0,\N
305,46,Honda,0.0,\N
306,47,Ferrari,18.0,\N
307,47,McLaren,10.0,D
308,47,BMW Sauber,6.0,\N
309,47,Renault,3.0,\N
310,47,Williams,2.0,\N
311,47,Red Bull,0.0,\N
312,47,Toyota,0.0,\N
313,47,Honda,0.0,\N
314,47,Super Aguri,0.0,\N
315,47,Toro Rosso,0.0,\N
316,47,Spyker,0.0,\N
317,48,McLaren,18.0,D
318,48,Ferrari,6.0,\N
319,48,BMW Sauber,9.0,\N
320,48,Williams,3.0,\N
321,48,Renault,2.0,\N
322,48,Honda,1.0,\N
323,48,Red Bull,0.0,\N
324,48,Toyota,0.0,\N
325,48,Super Aguri,0.0,\N
326,48,Toro Rosso,0.0,\N
327,48,Spyker,0.0,\N
328,49,Ferrari,18.0,\N
329,49,McLaren,11.0,D
330,49,BMW Sauber,4.0,\N
331,49,Williams,3.0,\N
332,49,Red Bull,2.0,\N
333,49,Renault,1.0,\N
334,49,Toyota,0.0,\N
335,49,Toro Rosso,0.0,\N
336,49,Honda,0.0,\N
337,49,Spyker,0.0,\N
338,49,Super Aguri,0.0,\N
339,50,McLaren,10.0,D
340,50,Renault,12.0,\N
341,50,Ferrari,9.0,\N
342,50,Red Bull,5.0,\N
343,50,BMW Sauber,2.0,\N
344,50,Spyker,1.0,\N
345,50,Toro Rosso,0.0,\N
346,50,Honda,0.0,\N
347,50,Toyota,0.0,\N
348,50,Super Aguri,0.0,\N
349,50,Williams,0.0,\N
350,51,Ferrari,16.0,\N
351,51,McLaren,8.0,D
352,51,Toro Rosso,8.0,\N
353,51,Honda,4.0,\N
354,51,BMW Sauber,2.0,\N
355,51,Red Bull,1.0,\N
356,51,Renault,0.0,\N
357,51,Williams,0.0,\N
358,51,Toyota,0.0,\N
359,51,Super Aguri,0.0,\N
360,51,Spyker,0.0,\N
361,52,Ferrari,18.0,\N
362,52,McLaren,8.0,D
363,52,Williams,5.0,\N
364,52,BMW Sauber,7.0,\N
365,52,Toyota,1.0,\N
366,52,Red Bull,0.0,\N
367,52,Super Aguri,0.0,\N
368,52,Toro Rosso,0.0,\N
369,52,Spyker,0.0,\N
370,52,Honda,0.0,\N
371,52,Renault,0.0,\N
372,53,Renault,10.0,\N
373,53,Ferrari,8.0,\N
374,53,McLaren,10.0,\N
375,53,Honda,5.0,\N
376,53,Williams,5.0,\N
377,53,Red Bull,1.0,\N
378,53,Toro Rosso,0.0,\N
379,53,BMW Sauber,0.0,\N
380,53,Toyota,0.0,\N
381,53,MF1,0.0,\N
382,53,Super Aguri,0.0,\N
383,54,Renault,18.0,\N
384,54,Honda,6.0,\N
385,54,McLaren,5.0,\N
386,54,Ferrari,7.0,\N
387,54,BMW Sauber,2.0,\N
388,54,Toyota,1.0,\N
389,54,Toro Rosso,0.0,\N
390,54,MF1,0.0,\N
391,54,Super Aguri,0.0,\N
392,54,Red Bull,0.0,\N
393,54,Williams,0.0,\N
394,55,Renault,14.0,\N
395,55,McLaren,8.0,\N
396,55,Toyota,6.0,\N
397,55,BMW Sauber,8.0,\N
398,55,Honda,2.0,\N
399,55,Red Bull,1.0,\N
400,55,Toro Rosso,0.0,\N
401,55,MF1,0.0,\N
402,55,Super Aguri,0.0,\N
403,55,Ferrari,0.0,\N
404,55,Williams,0.0,\N
405,56,Ferrari,15.0,\N
406,56,Renault,9.0,\N
407,56,McLaren,10.0,\N
408,56,Williams,3.0,\N
409,56,Honda,2.0,\N
410,56,Toyota,0.0,\N
411,56,BMW Sauber,0.0,\N
412,56,Toro Rosso,0.0,\N
413,56,MF1,0.0,\N
414,56,Red Bull,0.0,\N
415,56,Super Aguri,0.0,\N
416,57,Ferrari,16.0,\N
417,57,Renault,11.0,\N
418,57,McLaren,5.0,\N
419,57,Honda,4.0,\N
420,57,Williams,2.0,\N
421,57,BMW Sauber,1.0,\N
422,57,Toyota,0.0,\N
423,57,Toro Rosso,0.0,\N
424,57,MF1,0.0,\N
425,57,Super Aguri,0.0,\N
426,57,Red Bull,0.0,\N
427,58,Renault,16.0,\N
428,58,Ferrari,13.0,\N
429,58,McLaren,4.0,\N
430,58,Honda,5.0,\N
431,58,BMW Sauber,1.0,\N
432,58,Williams,0.0,\N
433,58,Toyota,0.0,\N
434,58,Red Bull,0.0,\N
435,58,Toro Rosso,0.0,\N
436,58,MF1,0.0,\N
437,58,Super Aguri,0.0,\N
438,59,Renault,13.0,\N
439,59,McLaren,8.0,\N
440,59,Red Bull,6.0,\N
441,59,Honda,5.0,\N
442,59,Ferrari,4.0,\N
443,59,BMW Sauber,2.0,\N
444,59,Toyota,1.0,\N
445,59,Toro Rosso,0.0,\N
446,59,MF1,0.0,\N
447,59,Super Aguri,0.0,\N
448,59,Williams,0.0,\N
449,60,Renault,15.0,\N
450,60,Ferrari,12.0,\N
451,60,McLaren,9.0,\N
452,60,BMW Sauber,3.0,\N
453,60,Williams,0.0,\N
454,60,Honda,0.0,\N
455,60,Toyota,0.0,\N
456,60,Red Bull,0.0,\N
457,60,Toro Rosso,0.0,\N
458,60,MF1,0.0,\N
459,60,Super Aguri,0.0,\N
460,61,Renault,15.0,\N
461,61,Ferrari,12.0,\N
462,61,McLaren,6.0,\N
463,61,Toyota,3.0,\N
464,61,BMW Sauber,2.0,\N
465,61,Red Bull,1.0,\N
466,61,Honda,0.0,\N
467,61,Toro Rosso,0.0,\N
468,61,Williams,0.0,\N
469,61,MF1,0.0,\N
470,61,Super Aguri,0.0,\N
471,62,Ferrari,18.0,\N
472,62,Renault,10.0,\N
473,62,Toyota,5.0,\N
474,62,Honda,3.0,\N
475,62,Red Bull,2.0,\N
476,62,Toro Rosso,1.0,\N
477,62,Williams,0.0,\N
478,62,MF1,0.0,\N
479,62,BMW Sauber,0.0,\N
480,62,Super Aguri,0.0,\N
481,62,McLaren,0.0,\N
482,63,Ferrari,16.0,\N
483,63,Renault,11.0,\N
484,63,Toyota,5.0,\N
485,63,McLaren,6.0,\N
486,63,BMW Sauber,1.0,\N
487,63,Red Bull,0.0,\N
488,63,Toro Rosso,0.0,\N
489,63,Williams,0.0,\N
490,63,MF1,0.0,\N
491,63,Super Aguri,0.0,\N
492,63,Honda,0.0,\N
493,64,Ferrari,18.0,\N
494,64,McLaren,6.0,\N
495,64,Honda,5.0,\N
496,64,Renault,7.0,\N
497,64,Toyota,2.0,\N
498,64,Red Bull,1.0,\N
499,64,Toro Rosso,0.0,\N
500,64,Williams,0.0,\N
501,64,Super Aguri,0.0,\N
502,64,BMW Sauber,0.0,\N
503,64,MF1,0.0,\N
504,65,Honda,15.0,\N
505,65,McLaren,8.0,\N
506,65,BMW Sauber,6.0,\N
507,65,Red Bull,4.0,\N
508,65,Toyota,3.0,\N
509,65,Ferrari,3.0,\N
510,65,MF1,0.0,\N
511,65,Toro Rosso,0.0,\N
512,65,Super Aguri,0.0,\N
513,65,Renault,0.0,\N
514,65,Williams,0.0,\N
515,66,Ferrari,16.0,\N
516,66,Renault,11.0,\N
517,66,Honda,6.0,\N
518,66,McLaren,4.0,\N
519,66,Toyota,2.0,\N
520,66,Williams,0.0,\N
521,66,Red Bull,0.0,\N
522,66,BMW Sauber,0.0,\N
523,66,Toro Rosso,0.0,\N
524,66,MF1,0.0,\N
525,66,Super Aguri,0.0,\N
526,67,Ferrari,10.0,\N
527,67,McLaren,8.0,\N
528,67,BMW Sauber,7.0,\N
529,67,Renault,5.0,\N
530,67,Honda,7.0,\N
531,67,Toyota,2.0,\N
532,67,Williams,0.0,\N
533,67,Red Bull,0.0,\N
534,67,Toro Rosso,0.0,\N
535,67,Super Aguri,0.0,\N
536,67,Spyker MF1,0.0,\N
537,68,Ferrari,10.0,\N
538,68,Renault,14.0,\N
539,68,Honda,8.0,\N
540,68,McLaren,4.0,\N
541,68,BMW Sauber,2.0,\N
542,68,Williams,1.0,\N
543,68,Red Bull,0.0,\N
544,68,Toro Rosso,0.0,\N
545,68,Spyker MF1,0.0,\N
546,68,Super Aguri,0.0,\N
547,68,Toyota,0.0,\N
548,69,Renault,16.0,\N
549,69,Ferrari,8.0,\N
550,69,Honda,5.0,\N
551,69,McLaren,4.0,\N
552,69,Toyota,5.0,\N
553,69,BMW Sauber,1.0,\N
554,69,Williams,0.0,\N
555,69,Red Bull,0.0,\N
556,69,Toro Rosso,0.0,\N
557,69,Super Aguri,0.0,\N
558,69,Spyker MF1,0.0,\N
559,70,Ferrari,15.0,\N
560,70,Renault,11.0,\N
561,70,Honda,8.0,\N
562,70,McLaren,5.0,\N
563,70,BMW Sauber,0.0,\N
564,70,Super Aguri,0.0,\N
565,70,Toro Rosso,0.0,\N
566,70,Red Bull,0.0,\N
567,70,Spyker MF1,0.0,\N
568,70,Toyota,0.0,\N
569,70,Williams,0.0,\N
570,71,Renault,16.0,\N
571,71,Ferrari,8.0,\N
572,71,Red Bull,7.0,\N
573,71,Williams,4.0,\N
574,71,McLaren,4.0,\N
575,71,Toyota,0.0,\N
576,71,Sauber,0.0,\N
577,71,BAR,0.0,\N
578,71,Jordan,0.0,\N
579,71,Minardi,0.0,\N
580,72,Renault,10.0,\N
581,72,Toyota,12.0,\N
582,72,Williams,6.0,\N
583,72,McLaren,5.0,\N
584,72,Red Bull,4.0,\N
585,72,Ferrari,2.0,\N
586,72,Sauber,0.0,\N
587,72,Jordan,0.0,\N
588,72,Minardi,0.0,\N
589,72,BAR,0.0,\N
590,73,Renault,10.0,\N
591,73,Toyota,13.0,\N
592,73,McLaren,10.0,\N
593,73,Williams,3.0,\N
594,73,Sauber,2.0,\N
595,73,Red Bull,1.0,\N
596,73,Ferrari,0.0,\N
597,73,Jordan,0.0,\N
598,73,Minardi,0.0,\N
599,73,BAR,0.0,\N
600,74,Renault,10.0,\N
601,74,Ferrari,8.0,\N
602,74,McLaren,6.0,\N
603,74,Sauber,5.0,\N
604,74,Toyota,4.0,\N
605,74,Williams,5.0,\N
606,74,Red Bull,1.0,\N
607,74,Jordan,0.0,\N
608,74,Minardi,0.0,\N
609,74,BAR,0.0,\N
610,75,McLaren,12.0,\N
611,75,Renault,12.0,\N
612,75,Toyota,11.0,\N
613,75,Williams,3.0,\N
614,75,Red Bull,1.0,\N
615,75,Ferrari,0.0,\N
616,75,Sauber,0.0,\N
617,75,Jordan,0.0,\N
618,75,Minardi,0.0,\N
619,76,McLaren,14.0,\N
620,76,Williams,14.0,\N
621,76,Renault,5.0,\N
622,76,Toyota,3.0,\N
623,76,Ferrari,3.0,\N
624,76,Sauber,0.0,\N
625,76,Jordan,0.0,\N
626,76,Minardi,0.0,\N
627,76,Red Bull,0.0,\N
628,77,Renault,13.0,\N
629,77,Williams,8.0,\N
630,77,Ferrari,10.0,\N
631,77,Red Bull,5.0,\N
632,77,McLaren,2.0,\N
633,77,Toyota,1.0,\N
634,77,BAR,0.0,\N
635,77,Sauber,0.0,\N
636,77,Jordan,0.0,\N
637,77,Minardi,0.0,\N
638,78,McLaren,10.0,\N
639,78,Ferrari,14.0,\N
640,78,Sauber,5.0,\N
641,78,Williams,4.0,\N
642,78,Toyota,3.0,\N
643,78,Red Bull,3.0,\N
644,78,Jordan,0.0,\N
645,78,Minardi,0.0,\N
646,78,BAR,0.0,\N
647,78,Renault,0.0,\N
648,79,Ferrari,18.0,\N
649,79,Jordan,11.0,\N
650,79,Minardi,7.0,\N
651,79,Toyota,0.0,\N
652,79,McLaren,0.0,\N
653,79,BAR,0.0,\N
654,79,Renault,0.0,\N
655,79,Williams,0.0,\N
656,79,Sauber,0.0,\N
657,79,Red Bull,0.0,\N
658,80,Renault,13.0,\N
659,80,McLaren,8.0,\N
660,80,Ferrari,6.0,\N
661,80,BAR,5.0,\N
662,80,Toyota,6.0,\N
663,80,Sauber,1.0,\N
664,80,Red Bull,0.0,\N
665,80,Williams,0.0,\N
666,80,Jordan,0.0,\N
667,80,Minardi,0.0,\N
668,81,McLaren,16.0,\N
669,81,Renault,13.0,\N
670,81,BAR,4.0,\N
671,81,Ferrari,5.0,\N
672,81,Toyota,1.0,\N
673,81,Sauber,0.0,\N
674,81,Williams,0.0,\N
675,81,Red Bull,0.0,\N
676,81,Jordan,0.0,\N
677,81,Minardi,0.0,\N
678,82,Renault,15.0,\N
679,82,McLaren,8.0,\N
680,82,BAR,6.0,\N
681,82,Ferrari,4.0,\N
682,82,Toyota,3.0,\N
683,82,Red Bull,2.0,\N
684,82,Sauber,1.0,\N
685,82,Williams,0.0,\N
686,82,Minardi,0.0,\N
687,82,Jordan,0.0,\N
688,83,McLaren,10.0,\N
689,83,Ferrari,8.0,\N
690,83,Toyota,11.0,\N
691,83,BAR,5.0,\N
692,83,Williams,5.0,\N
693,83,Renault,0.0,\N
694,83,Jordan,0.0,\N
695,83,Sauber,0.0,\N
696,83,Minardi,0.0,\N
697,83,Red Bull,0.0,\N
698,84,McLaren,16.0,\N
699,84,Renault,13.0,\N
700,84,BAR,4.0,\N
701,84,Toyota,3.0,\N
702,84,Red Bull,3.0,\N
703,84,Ferrari,0.0,\N
704,84,Sauber,0.0,\N
705,84,Minardi,0.0,\N
706,84,Jordan,0.0,\N
707,84,Williams,0.0,\N
708,85,McLaren,15.0,\N
709,85,Renault,14.0,\N
710,85,Toyota,7.0,\N
711,85,Williams,2.0,\N
712,85,BAR,1.0,\N
713,85,Sauber,0.0,\N
714,85,Ferrari,0.0,\N
715,85,Red Bull,0.0,\N
716,85,Jordan,0.0,\N
717,85,Minardi,0.0,\N
718,86,McLaren,10.0,\N
719,86,Renault,8.0,\N
720,86,BAR,6.0,\N
721,86,Williams,5.0,\N
722,86,Ferrari,4.0,\N
723,86,Sauber,3.0,\N
724,86,Toyota,2.0,\N
725,86,Jordan,1.0,\N
726,86,Red Bull,0.0,\N
727,86,Minardi,0.0,\N
728,87,McLaren,18.0,\N
729,87,Renault,10.0,\N
730,87,Ferrari,8.0,\N
731,87,BAR,2.0,\N
732,87,Toyota,1.0,\N
733,87,Red Bull,0.0,\N
734,87,Sauber,0.0,\N
735,87,Minardi,0.0,\N
736,87,Jordan,0.0,\N
737,87,Williams,0.0,\N
738,88,McLaren,10.0,\N
739,88,Renault,14.0,\N
740,88,Williams,5.0,\N
741,88,BAR,4.0,\N
742,88,Red Bull,3.0,\N
743,88,Ferrari,2.0,\N
744,88,Toyota,1.0,\N
745,88,Sauber,0.0,\N
746,88,Jordan,0.0,\N
747,88,Minardi,0.0,\N
748,89,Renault,15.0,\N
749,89,McLaren,8.0,\N
750,89,Toyota,6.0,\N
751,89,Red Bull,4.0,\N
752,89,Sauber,3.0,\N
753,89,Williams,2.0,\N
754,89,BAR,1.0,\N
755,89,Jordan,0.0,\N
756,89,Ferrari,0.0,\N
757,89,Minardi,0.0,\N
758,90,Ferrari,18.0,\N
759,90,Renault,8.0,\N
760,90,Williams,9.0,\N
761,90,BAR,3.0,\N
762,90,McLaren,1.0,\N
763,90,Sauber,0.0,\N
764,90,Jaguar,0.0,\N
765,90,Toyota,0.0,\N
766,90,Jordan,0.0,\N
767,90,Minardi,0.0,\N
768,91,Ferrari,15.0,\N
769,91,Williams,8.0,\N
770,91,BAR,6.0,\N
771,91,Renault,6.0,\N
772,91,McLaren,3.0,\N
773,91,Sauber,1.0,\N
774,91,Toyota,0.0,\N
775,91,Jaguar,0.0,\N
776,91,Jordan,0.0,\N
777,91,Minardi,0.0,\N
778,92,Ferrari,18.0,\N
779,92,BAR,10.0,\N
780,92,Renault,8.0,\N
781,92,Williams,2.0,\N
782,92,Jaguar,1.0,\N
783,92,Toyota,0.0,\N
784,92,Sauber,0.0,\N
785,92,Jordan,0.0,\N
786,92,Minardi,0.0,\N
787,92,McLaren,0.0,\N
788,93,Ferrari,13.0,\N
789,93,BAR,8.0,\N
790,93,Williams,8.0,\N
791,93,Renault,9.0,\N
792,93,McLaren,1.0,\N
793,93,Sauber,0.0,\N
794,93,Toyota,0.0,\N
795,93,Jaguar,0.0,\N
796,93,Minardi,0.0,\N
797,93,Jordan,0.0,\N
798,94,Ferrari,18.0,\N
799,94,Renault,11.0,\N
800,94,BAR,5.0,\N
801,94,Williams,3.0,\N
802,94,Sauber,2.0,\N
803,94,McLaren,0.0,\N
804,94,Jaguar,0.0,\N
805,94,Toyota,0.0,\N
806,94,Jordan,0.0,\N
807,94,Minardi,0.0,\N
808,95,Renault,10.0,\N
809,95,BAR,8.0,\N
810,95,Ferrari,6.0,\N
811,95,Williams,5.0,\N
812,95,Sauber,4.0,\N
813,95,Toyota,4.0,\N
814,95,Jordan,2.0,\N
815,95,Minardi,0.0,\N
816,95,McLaren,0.0,\N
817,95,Jaguar,0.0,\N
818,96,Ferrari,18.0,\N
819,96,BAR,6.0,\N
820,96,Renault,9.0,\N
821,96,Sauber,3.0,\N
822,96,Jaguar,2.0,\N
823,96,Williams,1.0,\N
824,96,Jordan,0.0,\N
825,96,Toyota,0.0,\N
826,96,Minardi,0.0,\N
827,96,McLaren,0.0,\N
828,97,Ferrari,18.0,\N
829,97,BAR,6.0,\N
830,97,Sauber,5.0,\N
831,97,McLaren,7.0,\N
832,97,Jordan,3.0,\N
833,97,Jaguar,0.0,\N
834,97,Minardi,0.0,\N
835,97,Renault,0.0,\N
836,97,Williams,0.0,\N
837,97,Toyota,0.0,\N
838,98,Ferrari,18.0,\N
839,98,BAR,6.0,\N
840,98,Renault,5.0,\N
841,98,Toyota,4.0,\N
842,98,McLaren,5.0,\N
843,98,Minardi,1.0,\N
844,98,Sauber,0.0,\N
845,98,Jaguar,0.0,\N
846,98,Williams,0.0,\N
847,98,Jordan,0.0,\N
848,99,Ferrari,16.0,\N
849,99,Renault,13.0,\N
850,99,BAR,4.0,\N
851,99,McLaren,5.0,\N
852,99,Williams,1.0,\N
853,99,Jaguar,0.0,\N
854,99,Sauber,0.0,\N
855,99,Toyota,0.0,\N
856,99,Jordan,0.0,\N
